doi,language,method,method2,measurement,validation
10.1017/pan.2018.47,en,dct,Rule-based,other,validation attempt: discussion & demonstration
10.1017/pan.2018.7,en,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1017/pan.2019.18,sk,lda,Unsupervised,theme,validation attempt: discussion & demonstration
10.1017/pan.2019.18,sk,lda,Unsupervised,quali,validation attempt: discussion & demonstration
10.1017/pan.2019.2,en,sml,Supervised,quali,validation attempt: discussion & demonstration
10.1017/pan.2019.2,en,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1017/pan.2019.23,en,nlp,Rule-based,const,validation attempt: discussion & demonstration
10.1017/pan.2019.23,en,nlp,Rule-based,attri,validation attempt: discussion & demonstration
10.1017/pan.2019.26,en,nlp,Rule-based,quali,validation attempt: discussion & demonstration
10.1017/pan.2019.49,en,nlp,Rule-based,quali,validation attempt: discussion & demonstration
10.1017/pan.2020.1,en,plg,Unsupervised,senti,validation attempt: discussion & demonstration
10.1017/S0003055416000769,ar,lnk,Rule-based,other,no validation attempt
10.1017/S0003055417000144,cn,sml,Supervised,types,validation attempt: discussion & demonstration
10.1017/S0003055417000302,en,sof,Rule-based,senti,validation attempt: discussion & demonstration
10.1017/S0003055417000375,en,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1017/S0003055417000399,jp,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1017/S0003055417000570,en,lda,Unsupervised,theme,validation attempt: discussion & demonstration
10.1017/S0003055418000242,cn,key,Rule-based,types,no validation attempt
10.1017/S0003055418000242,cn,key,Rule-based,senti,no validation attempt
10.1017/S0003055418000643,en,man,Manual,types,validation attempt: discussion
10.1017/S0003055418000643,en,man,Manual,theme,validation attempt: discussion
10.1017/S0003055418000643,en,dct,Rule-based,types,validation attempt: discussion
10.1017/S0003055418000643,en,dct,Rule-based,theme,validation attempt: discussion
10.1017/S0003055418000643,en,sml,Supervised,types,validation attempt: discussion
10.1017/S0003055418000643,en,sml,Supervised,theme,validation attempt: discussion
10.1017/S0003055418000801,en,dcs,Unsupervised,theme,no validation attempt
10.1017/S0003055418000801,en,dcs,Unsupervised,attri,no validation attempt
10.1017/S0003055418000886,en,dct,Rule-based,theme,validation attempt: discussion & demonstration
10.1017/S0003055418000886,en,dct,Rule-based,senti,validation attempt: discussion & demonstration
10.1017/S0003055418000886,en,dct,Rule-based,attri,validation attempt: discussion & demonstration
10.1017/S0003055418000965,en,lda,Unsupervised,theme,validation attempt: discussion & demonstration
10.1017/S0003055418000965,en,lda,Unsupervised,quali,validation attempt: discussion & demonstration
10.1017/S0003055419000182,en,lda,Unsupervised,theme,validation attempt: discussion & demonstration
10.1017/S0003055419000522,en,sml,Supervised,const,validation attempt: discussion & demonstration
10.1017/S0003055419000650,ar,sml,Supervised,theme,validation attempt: discussion & demonstration
10.1017/S0003055419000650,ar,sml,Supervised,senti,validation attempt: discussion & demonstration
10.1017/S0003055419000856,pt,dct,Rule-based,theme,validation attempt: discussion
10.1017/S000305542000009X,en,dct,Rule-based,theme,no validation attempt
10.1017/S0003055420000258,en,nlp,Rule-based,types,validation attempt: discussion & demonstration
10.1017/S0003055420000258,en,nlp,Rule-based,theme,validation attempt: discussion & demonstration
10.1017/S0003055420000258,en,sml,Supervised,types,validation attempt: discussion & demonstration
10.1017/S0003055420000258,en,sml,Supervised,theme,validation attempt: discussion & demonstration
10.1017/S000305542000026X,es,sml,Supervised,other,validation attempt: discussion & demonstration
10.1017/S0007123414000192,en,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1017/S0007123414000428,es,lda,Unsupervised,theme,validation attempt: demonstration
10.1017/S0007123414000362,en,nlp,Rule-based,quali,no validation attempt
10.1017/S0007123417000400,de,man,Manual,thing,validation attempt: discussion
10.1017/S0007123417000400,de,man,Manual,theme,validation attempt: discussion
10.1017/S0007123417000400,de,man,Manual,other,validation attempt: discussion
10.1017/S0007123417000400,de,plg,Unsupervised,thing,validation attempt: discussion
10.1017/S0007123417000400,de,plg,Unsupervised,theme,validation attempt: discussion
10.1017/S0007123417000400,de,plg,Unsupervised,other,validation attempt: discussion
10.1017/S0007123418000145,en,key,Rule-based,forma,no validation attempt
10.1017/S0007123417000795,nl,dct,Rule-based,attri,validation attempt: discussion
10.1017/S0020818318000188,en,lda,Unsupervised,theme,no validation attempt
10.1017/S0020818318000383,he,dct,Rule-based,attri,no validation attempt
10.1080/00913367.2017.1297273,en,nlp,Rule-based,theme,validation attempt: discussion
10.1080/00913367.2017.1297273,en,lda,Unsupervised,theme,validation attempt: discussion
10.1080/00913367.2019.1567409,en,key,Rule-based,theme,validation attempt: discussion
10.1080/00913367.2019.1567409,en,key,Rule-based,relas,validation attempt: discussion
10.1080/01972243.2018.1463334,nl,key,Rule-based,thing,validation attempt: discussion & demonstration
10.1080/02650487.2019.1601910,kr,nlp,Rule-based,theme,no validation attempt
10.1080/02650487.2019.1601910,kr,nlp,Rule-based,senti,no validation attempt
10.1080/02650487.2019.1622345,en,key,Rule-based,const,no validation attempt
10.1080/02650487.2019.1622345,en,key,Rule-based,props,no validation attempt
10.1080/03637751.2016.1250932,en,nlp,Rule-based,thing,no validation attempt
10.1080/03637751.2016.1250932,en,nlp,Rule-based,const,no validation attempt
10.1080/03637751.2019.1641730,kr,man,Manual,forma,validation attempt: discussion
10.1080/03637751.2019.1641730,kr,man,Manual,thing,validation attempt: discussion
10.1080/03637751.2019.1641730,kr,lnk,Rule-based,forma,validation attempt: discussion
10.1080/03637751.2019.1641730,kr,lnk,Rule-based,thing,validation attempt: discussion
10.1080/09644016.2015.1105177,en,sml,Supervised,theme,validation attempt: discussion
10.1080/09644016.2015.1118790,en,key,Rule-based,forma,no validation attempt
10.1080/09644016.2016.1263433,en,dct,Rule-based,senti,no validation attempt
10.1080/09644016.2016.1274504,en,dct,Rule-based,theme,no validation attempt
10.1080/09644016.2016.1274504,en,dct,Rule-based,senti,no validation attempt
10.1080/09644016.2016.1274504,en,dct,Rule-based,frame,no validation attempt
10.1080/09644016.2018.1425106,en,dct,Rule-based,senti,validation attempt: discussion
10.1080/09644016.2018.1425106,en,dct,Rule-based,frame,validation attempt: discussion
10.1080/09644016.2018.1560743,en,sof,Rule-based,senti,validation attempt: discussion & demonstration
10.1080/09644016.2019.1565462,en,key,Rule-based,const,no validation attempt
10.1080/09644016.2019.1565468,en,dct,Rule-based,frame,no validation attempt
10.1080/09644016.2020.1778990,en,dct,Rule-based,theme,no validation attempt
10.1080/09644016.2020.1786333,en,lda,Unsupervised,theme,no validation attempt
10.1080/10584609.2014.969465,en,dct,Rule-based,const,validation attempt: discussion
10.1080/10584609.2014.969465,en,sof,Rule-based,const,validation attempt: discussion
10.1080/10584609.2016.1265619,de,man,Manual,relas,validation attempt: discussion
10.1080/10584609.2016.1265619,de,plg,Unsupervised,relas,validation attempt: discussion
10.1080/10584609.2016.1271374,nl,dct,Rule-based,theme,validation attempt: discussion & demonstration
10.1080/10584609.2017.1289288,en,key,Rule-based,theme,no validation attempt
10.1080/10584609.2017.1334728,de,lda,Unsupervised,theme,no validation attempt
10.1080/10584609.2017.1334728,de,sml,Supervised,theme,no validation attempt
10.1080/10584609.2017.1384771,nl,lda,Unsupervised,theme,validation attempt: discussion & demonstration
10.1080/10584609.2018.1452811,en,key,Rule-based,theme,no validation attempt
10.1080/10584609.2018.1490836,cn,key,Rule-based,thing,validation attempt: discussion
10.1080/10584609.2018.1504840,en,sml,Supervised,theme,validation attempt: discussion & demonstration
10.1080/10584609.2018.1517843,en,dct,Rule-based,const,validation attempt: discussion & demonstration
10.1080/10584609.2018.1526238,de,lnk,Rule-based,theme,no validation attempt
10.1080/10584609.2018.1526238,de,bot,Other,theme,no validation attempt
10.1080/10584609.2019.1660440,es,sof,Rule-based,pragm,validation attempt: discussion & demonstration
10.1080/10584609.2019.1661890,de,dct,Rule-based,const,validation attempt: discussion & demonstration
10.1080/10584609.2019.1661890,de,dct,Rule-based,attri,validation attempt: discussion & demonstration
10.1080/10584609.2019.1663322,en,man,Manual,thing,validation attempt: discussion & demonstration
10.1080/10584609.2019.1663322,en,man,Manual,types,validation attempt: discussion & demonstration
10.1080/10584609.2019.1663322,en,lnk,Rule-based,thing,validation attempt: discussion & demonstration
10.1080/10584609.2019.1663322,en,lnk,Rule-based,types,validation attempt: discussion & demonstration
10.1080/10584609.2020.1713269,en,dct,Rule-based,thing,validation attempt: discussion & demonstration
10.1080/10584609.2020.1713269,en,dct,Rule-based,theme,validation attempt: discussion & demonstration
10.1080/10584609.2020.1713269,en,dct,Rule-based,attri,validation attempt: discussion & demonstration
10.1080/10584609.2020.1713269,en,sml,Supervised,thing,validation attempt: discussion & demonstration
10.1080/10584609.2020.1713269,en,sml,Supervised,theme,validation attempt: discussion & demonstration
10.1080/10584609.2020.1713269,en,sml,Supervised,attri,validation attempt: discussion & demonstration
10.1080/10584609.2020.1723753,en,dct,Rule-based,thing,no validation attempt
10.1080/10584609.2020.1723753,en,dct,Rule-based,attri,no validation attempt
10.1080/10584609.2020.1723753,en,dct,Rule-based,props,no validation attempt
10.1080/10584609.2020.1723753,en,sof,Rule-based,thing,no validation attempt
10.1080/10584609.2020.1723753,en,sof,Rule-based,attri,no validation attempt
10.1080/10584609.2020.1723753,en,sof,Rule-based,props,no validation attempt
10.1080/10584609.2020.1744779,en,man,Manual,pragm,validation attempt: discussion
10.1080/10584609.2020.1744779,en,dct,Rule-based,pragm,validation attempt: discussion
10.1080/10584609.2020.1763527,en,sof,Rule-based,senti,no validation attempt
10.1080/10584609.2020.1763528,nl,man,Manual,relas,validation attempt: discussion & demonstration
10.1080/10584609.2020.1763528,nl,plg,Unsupervised,relas,validation attempt: discussion & demonstration
10.1080/13501763.2018.1428215,en,plg,Unsupervised,quali,validation attempt: discussion
10.1080/13501763.2020.1712457,en,lda,Unsupervised,theme,validation attempt: discussion & demonstration
10.1080/13501763.2020.1797144,en,man,Manual,thing,validation attempt: discussion & demonstration
10.1080/13501763.2020.1797144,en,lnk,Rule-based,thing,validation attempt: discussion & demonstration
10.1080/13563467.2020.1806221,en,man,Manual,theme,validation attempt: discussion & demonstration
10.1080/13563467.2020.1806221,en,sml,Supervised,theme,validation attempt: discussion & demonstration
10.1080/1461670X.2015.1022204,no,man,Manual,forma,NA
10.1080/1461670X.2015.1022204,no,man,Manual,theme,NA
10.1080/1461670X.2015.1022204,no,nlp,Rule-based,forma,NA
10.1080/1461670X.2015.1022204,no,nlp,Rule-based,theme,NA
10.1080/1461670X.2015.1089183,dk,key,Rule-based,theme,validation attempt: discussion & demonstration
10.1080/1461670X.2015.1089183,dk,key,Rule-based,senti,validation attempt: discussion & demonstration
10.1080/1461670X.2015.1089183,dk,sof,Rule-based,theme,validation attempt: discussion & demonstration
10.1080/1461670X.2015.1089183,dk,sof,Rule-based,senti,validation attempt: discussion & demonstration
10.1080/1461670X.2015.1099460,en,sof,Rule-based,const,no validation attempt
10.1080/1461670X.2016.1168711,de,key,Rule-based,theme,no validation attempt
10.1080/1461670X.2016.1190663,nl,nlp,Rule-based,relas,validation attempt: discussion & demonstration
10.1080/1461670X.2016.1190663,nl,plg,Unsupervised,relas,validation attempt: discussion & demonstration
10.1080/1461670X.2016.1209977,en,man,Manual,theme,NA
10.1080/1461670X.2016.1209977,en,man,Manual,quali,NA
10.1080/1461670X.2016.1209977,en,man,Manual,pragm,NA
10.1080/1461670X.2016.1209977,en,dct,Rule-based,theme,NA
10.1080/1461670X.2016.1209977,en,dct,Rule-based,quali,NA
10.1080/1461670X.2016.1209977,en,dct,Rule-based,pragm,NA
10.1080/1461670X.2017.1299033,nl,man,Manual,const,NA
10.1080/1461670X.2017.1299033,nl,man,Manual,quali,NA
10.1080/1461670X.2017.1299033,nl,man,Manual,props,NA
10.1080/1461670X.2017.1299033,nl,key,Rule-based,const,NA
10.1080/1461670X.2017.1299033,nl,key,Rule-based,quali,NA
10.1080/1461670X.2017.1299033,nl,key,Rule-based,props,NA
10.1080/1461670X.2017.1338154,nl,plg,Unsupervised,thing,no validation attempt
10.1080/1461670X.2017.1338154,nl,plg,Unsupervised,relas,no validation attempt
10.1080/1461670X.2017.1349547,de,man,Manual,theme,NA
10.1080/1461670X.2017.1349547,de,dct,Rule-based,theme,NA
10.1080/1461670X.2017.1389295,en,key,Rule-based,quali,no validation attempt
10.1080/1461670X.2017.1418672,nl,nlp,Rule-based,senti,validation attempt: discussion & demonstration
10.1080/1461670X.2017.1418672,nl,nlp,Rule-based,quali,validation attempt: discussion & demonstration
10.1080/1461670X.2017.1418672,nl,sml,Supervised,senti,validation attempt: discussion & demonstration
10.1080/1461670X.2017.1418672,nl,sml,Supervised,quali,validation attempt: discussion & demonstration
10.1080/1461670X.2018.1423632,nl,lda,Unsupervised,theme,no validation attempt
10.1080/1461670X.2018.1423632,nl,lda,Unsupervised,frame,no validation attempt
10.1080/1461670X.2019.1601029,cn,lda,Unsupervised,theme,validation attempt: discussion & demonstration
10.1080/1461670X.2019.1601029,cn,sml,Supervised,theme,validation attempt: discussion & demonstration
10.1080/1461670X.2019.1612266,nl,key,Rule-based,thing,no validation attempt
10.1080/1461670X.2019.1612266,nl,key,Rule-based,senti,no validation attempt
10.1080/1461670X.2019.1612266,nl,sof,Rule-based,thing,no validation attempt
10.1080/1461670X.2019.1612266,nl,sof,Rule-based,senti,no validation attempt
10.1080/1461670X.2019.1620114,nl,dct,Rule-based,const,validation attempt: discussion & demonstration
10.1080/1461670X.2020.1745665,en,nlp,Rule-based,frame,validation attempt: discussion
10.1080/1461670X.2020.1745665,en,sna,Unsupervised,frame,validation attempt: discussion
10.1080/1461670X.2020.1753092,en,man,Manual,const,NA
10.1080/1461670X.2020.1753092,en,man,Manual,theme,NA
10.1080/1461670X.2020.1753092,en,lda,Unsupervised,const,NA
10.1080/1461670X.2020.1753092,en,lda,Unsupervised,theme,NA
10.1080/1461670X.2020.1761865,de,man,Manual,theme,NA
10.1080/1461670X.2020.1761865,de,man,Manual,relas,NA
10.1080/1461670X.2020.1761865,de,plg,Unsupervised,theme,NA
10.1080/1461670X.2020.1761865,de,plg,Unsupervised,relas,NA
10.1080/1461670X.2020.1788974,cn,dct,Rule-based,theme,validation attempt: discussion & demonstration
10.1080/1461670X.2020.1790027,en,key,Rule-based,theme,validation attempt: discussion
10.1080/1461670X.2020.1790027,en,key,Rule-based,senti,validation attempt: discussion
10.1080/1461670X.2020.1790027,en,sof,Rule-based,theme,validation attempt: discussion
10.1080/1461670X.2020.1790027,en,sof,Rule-based,senti,validation attempt: discussion
